doid_code	doid_name	resource	resource_id
DOID:2531	hematologic cancer	OMIM	187950
DOID:2531	hematologic cancer	OMIM	236000
DOID:2531	hematologic cancer	OMIM	247640
DOID:2531	hematologic cancer	OMIM	254400
DOID:2531	hematologic cancer	OMIM	254450
DOID:2531	hematologic cancer	OMIM	254500
DOID:2531	hematologic cancer	OMIM	300221
DOID:2531	hematologic cancer	OMIM	300331
DOID:2531	hematologic cancer	OMIM	308960
DOID:2531	hematologic cancer	OMIM	400021
DOID:2531	hematologic cancer	OMIM	601626
DOID:2531	hematologic cancer	OMIM	601977
DOID:2531	hematologic cancer	OMIM	602439
DOID:2531	hematologic cancer	OMIM	605027
DOID:2531	hematologic cancer	OMIM	607785
DOID:2531	hematologic cancer	OMIM	608232
DOID:2531	hematologic cancer	OMIM	609630
DOID:2531	hematologic cancer	OMIM	610430
DOID:2531	hematologic cancer	OMIM	612376
DOID:2531	hematologic cancer	OMIM	612557
DOID:2531	hematologic cancer	OMIM	612558
DOID:2531	hematologic cancer	OMIM	612559
DOID:2531	hematologic cancer	OMIM	613065
DOID:2531	hematologic cancer	OMIM	613067
DOID:2531	hematologic cancer	OMIM	614521
DOID:2531	hematologic cancer	OMIM	615545
DOID:2531	hematologic cancer	ORDO	3318
DOID:2531	hematologic cancer	ORDO	33226
DOID:2531	hematologic cancer	ORDO	513
DOID:2531	hematologic cancer	ORDO	520
DOID:2531	hematologic cancer	ORDO	67038
DOID:2531	hematologic cancer	ORDO	71493
DOID:2531	hematologic cancer	ORDO	98293
DOID:2531	hematologic cancer	SNOMEDCT	10300002
DOID:2531	hematologic cancer	SNOMEDCT	10639003
DOID:2531	hematologic cancer	SNOMEDCT	109987008
DOID:2531	hematologic cancer	SNOMEDCT	109989006
DOID:2531	hematologic cancer	SNOMEDCT	109994006
DOID:2531	hematologic cancer	SNOMEDCT	110002002
DOID:2531	hematologic cancer	SNOMEDCT	110006004
DOID:2531	hematologic cancer	SNOMEDCT	110007008
DOID:2531	hematologic cancer	SNOMEDCT	112687003
DOID:2531	hematologic cancer	SNOMEDCT	112688008
DOID:2531	hematologic cancer	SNOMEDCT	115248004
DOID:2531	hematologic cancer	SNOMEDCT	118599009
DOID:2531	hematologic cancer	SNOMEDCT	118600007
DOID:2531	hematologic cancer	SNOMEDCT	118602004
DOID:2531	hematologic cancer	SNOMEDCT	118605002
DOID:2531	hematologic cancer	SNOMEDCT	118606001
DOID:2531	hematologic cancer	SNOMEDCT	118607005
DOID:2531	hematologic cancer	SNOMEDCT	118608000
DOID:2531	hematologic cancer	SNOMEDCT	118609008
DOID:2531	hematologic cancer	SNOMEDCT	118610003
DOID:2531	hematologic cancer	SNOMEDCT	118611004
DOID:2531	hematologic cancer	SNOMEDCT	118613001
DOID:2531	hematologic cancer	SNOMEDCT	118617000
DOID:2531	hematologic cancer	SNOMEDCT	118618005
DOID:2531	hematologic cancer	SNOMEDCT	127581004
DOID:2531	hematologic cancer	SNOMEDCT	12834001
DOID:2531	hematologic cancer	SNOMEDCT	128799007
DOID:2531	hematologic cancer	SNOMEDCT	128814006
DOID:2531	hematologic cancer	SNOMEDCT	128815007
DOID:2531	hematologic cancer	SNOMEDCT	128816008
DOID:2531	hematologic cancer	SNOMEDCT	128818009
DOID:2531	hematologic cancer	SNOMEDCT	128822004
DOID:2531	hematologic cancer	SNOMEDCT	128833001
DOID:2531	hematologic cancer	SNOMEDCT	128842008
DOID:2531	hematologic cancer	SNOMEDCT	128843003
DOID:2531	hematologic cancer	SNOMEDCT	128844009
DOID:2531	hematologic cancer	SNOMEDCT	128921005
DOID:2531	hematologic cancer	SNOMEDCT	128922003
DOID:2531	hematologic cancer	SNOMEDCT	128923008
DOID:2531	hematologic cancer	SNOMEDCT	128924002
DOID:2531	hematologic cancer	SNOMEDCT	128925001
DOID:2531	hematologic cancer	SNOMEDCT	128934006
DOID:2531	hematologic cancer	SNOMEDCT	134177009
DOID:2531	hematologic cancer	SNOMEDCT	134178004
DOID:2531	hematologic cancer	SNOMEDCT	142970009
DOID:2531	hematologic cancer	SNOMEDCT	14537002
DOID:2531	hematologic cancer	SNOMEDCT	154581008
DOID:2531	hematologic cancer	SNOMEDCT	154582001
DOID:2531	hematologic cancer	SNOMEDCT	154585004
DOID:2531	hematologic cancer	SNOMEDCT	154586003
DOID:2531	hematologic cancer	SNOMEDCT	154587007
DOID:2531	hematologic cancer	SNOMEDCT	154588002
DOID:2531	hematologic cancer	SNOMEDCT	154590001
DOID:2531	hematologic cancer	SNOMEDCT	154591002
DOID:2531	hematologic cancer	SNOMEDCT	154592009
DOID:2531	hematologic cancer	SNOMEDCT	154594005
DOID:2531	hematologic cancer	SNOMEDCT	154595006
DOID:2531	hematologic cancer	SNOMEDCT	154596007
DOID:2531	hematologic cancer	SNOMEDCT	154598008
DOID:2531	hematologic cancer	SNOMEDCT	154599000
DOID:2531	hematologic cancer	SNOMEDCT	154601003
DOID:2531	hematologic cancer	SNOMEDCT	154602005
DOID:2531	hematologic cancer	SNOMEDCT	154644004
DOID:2531	hematologic cancer	SNOMEDCT	154841009
DOID:2531	hematologic cancer	SNOMEDCT	165557006
DOID:2531	hematologic cancer	SNOMEDCT	17788007
DOID:2531	hematologic cancer	SNOMEDCT	188509006
DOID:2531	hematologic cancer	SNOMEDCT	188518008
DOID:2531	hematologic cancer	SNOMEDCT	188521005
DOID:2531	hematologic cancer	SNOMEDCT	188522003
DOID:2531	hematologic cancer	SNOMEDCT	188532005
DOID:2531	hematologic cancer	SNOMEDCT	188533000
DOID:2531	hematologic cancer	SNOMEDCT	188542007
DOID:2531	hematologic cancer	SNOMEDCT	188543002
DOID:2531	hematologic cancer	SNOMEDCT	188552006
DOID:2531	hematologic cancer	SNOMEDCT	188553001
DOID:2531	hematologic cancer	SNOMEDCT	188563009
DOID:2531	hematologic cancer	SNOMEDCT	188564003
DOID:2531	hematologic cancer	SNOMEDCT	188573006
DOID:2531	hematologic cancer	SNOMEDCT	188574000
DOID:2531	hematologic cancer	SNOMEDCT	188583005
DOID:2531	hematologic cancer	SNOMEDCT	188584004
DOID:2531	hematologic cancer	SNOMEDCT	188594009
DOID:2531	hematologic cancer	SNOMEDCT	188595005
DOID:2531	hematologic cancer	SNOMEDCT	188596006
DOID:2531	hematologic cancer	SNOMEDCT	188605006
DOID:2531	hematologic cancer	SNOMEDCT	188618003
DOID:2531	hematologic cancer	SNOMEDCT	188628007
DOID:2531	hematologic cancer	SNOMEDCT	188629004
DOID:2531	hematologic cancer	SNOMEDCT	188638002
DOID:2531	hematologic cancer	SNOMEDCT	188644003
DOID:2531	hematologic cancer	SNOMEDCT	188650008
DOID:2531	hematologic cancer	SNOMEDCT	188651007
DOID:2531	hematologic cancer	SNOMEDCT	188653005
DOID:2531	hematologic cancer	SNOMEDCT	188676008
DOID:2531	hematologic cancer	SNOMEDCT	188694002
DOID:2531	hematologic cancer	SNOMEDCT	188695001
DOID:2531	hematologic cancer	SNOMEDCT	188704004
DOID:2531	hematologic cancer	SNOMEDCT	188718006
DOID:2531	hematologic cancer	SNOMEDCT	188719003
DOID:2531	hematologic cancer	SNOMEDCT	188720009
DOID:2531	hematologic cancer	SNOMEDCT	188722001
DOID:2531	hematologic cancer	SNOMEDCT	188725004
DOID:2531	hematologic cancer	SNOMEDCT	188726003
DOID:2531	hematologic cancer	SNOMEDCT	188729005
DOID:2531	hematologic cancer	SNOMEDCT	188731001
DOID:2531	hematologic cancer	SNOMEDCT	188732008
DOID:2531	hematologic cancer	SNOMEDCT	188735005
DOID:2531	hematologic cancer	SNOMEDCT	188737002
DOID:2531	hematologic cancer	SNOMEDCT	188738007
DOID:2531	hematologic cancer	SNOMEDCT	188739004
DOID:2531	hematologic cancer	SNOMEDCT	188743000
DOID:2531	hematologic cancer	SNOMEDCT	188745007
DOID:2531	hematologic cancer	SNOMEDCT	188746008
DOID:2531	hematologic cancer	SNOMEDCT	188747004
DOID:2531	hematologic cancer	SNOMEDCT	188749001
DOID:2531	hematologic cancer	SNOMEDCT	188753004
DOID:2531	hematologic cancer	SNOMEDCT	188754005
DOID:2531	hematologic cancer	SNOMEDCT	188755006
DOID:2531	hematologic cancer	SNOMEDCT	188762002
DOID:2531	hematologic cancer	SNOMEDCT	188763007
DOID:2531	hematologic cancer	SNOMEDCT	188765000
DOID:2531	hematologic cancer	SNOMEDCT	188767008
DOID:2531	hematologic cancer	SNOMEDCT	188772004
DOID:2531	hematologic cancer	SNOMEDCT	188773009
DOID:2531	hematologic cancer	SNOMEDCT	189507001
DOID:2531	hematologic cancer	SNOMEDCT	189508006
DOID:2531	hematologic cancer	SNOMEDCT	189513005
DOID:2531	hematologic cancer	SNOMEDCT	189514004
DOID:2531	hematologic cancer	SNOMEDCT	189959002
DOID:2531	hematologic cancer	SNOMEDCT	189965002
DOID:2531	hematologic cancer	SNOMEDCT	189987006
DOID:2531	hematologic cancer	SNOMEDCT	189988001
DOID:2531	hematologic cancer	SNOMEDCT	189991001
DOID:2531	hematologic cancer	SNOMEDCT	189992008
DOID:2531	hematologic cancer	SNOMEDCT	190003004
DOID:2531	hematologic cancer	SNOMEDCT	190004005
DOID:2531	hematologic cancer	SNOMEDCT	190016004
DOID:2531	hematologic cancer	SNOMEDCT	190017008
DOID:2531	hematologic cancer	SNOMEDCT	190019006
DOID:2531	hematologic cancer	SNOMEDCT	190021001
DOID:2531	hematologic cancer	SNOMEDCT	190022008
DOID:2531	hematologic cancer	SNOMEDCT	190023003
DOID:2531	hematologic cancer	SNOMEDCT	190024009
DOID:2531	hematologic cancer	SNOMEDCT	190025005
DOID:2531	hematologic cancer	SNOMEDCT	190026006
DOID:2531	hematologic cancer	SNOMEDCT	190028007
DOID:2531	hematologic cancer	SNOMEDCT	190029004
DOID:2531	hematologic cancer	SNOMEDCT	190033006
DOID:2531	hematologic cancer	SNOMEDCT	190034000
DOID:2531	hematologic cancer	SNOMEDCT	190035004
DOID:2531	hematologic cancer	SNOMEDCT	190038002
DOID:2531	hematologic cancer	SNOMEDCT	190039005
DOID:2531	hematologic cancer	SNOMEDCT	190042004
DOID:2531	hematologic cancer	SNOMEDCT	190047005
DOID:2531	hematologic cancer	SNOMEDCT	190059009
DOID:2531	hematologic cancer	SNOMEDCT	190060004
DOID:2531	hematologic cancer	SNOMEDCT	190062007
DOID:2531	hematologic cancer	SNOMEDCT	190065009
DOID:2531	hematologic cancer	SNOMEDCT	190066005
DOID:2531	hematologic cancer	SNOMEDCT	190067001
DOID:2531	hematologic cancer	SNOMEDCT	190071003
DOID:2531	hematologic cancer	SNOMEDCT	190160002
DOID:2531	hematologic cancer	SNOMEDCT	191333009
DOID:2531	hematologic cancer	SNOMEDCT	20921005
DOID:2531	hematologic cancer	SNOMEDCT	21964009
DOID:2531	hematologic cancer	SNOMEDCT	22197008
DOID:2531	hematologic cancer	SNOMEDCT	22265001
DOID:2531	hematologic cancer	SNOMEDCT	22331004
DOID:2531	hematologic cancer	SNOMEDCT	234499005
DOID:2531	hematologic cancer	SNOMEDCT	24072005
DOID:2531	hematologic cancer	SNOMEDCT	255049003
DOID:2531	hematologic cancer	SNOMEDCT	267572005
DOID:2531	hematologic cancer	SNOMEDCT	2694001
DOID:2531	hematologic cancer	SNOMEDCT	269478004
DOID:2531	hematologic cancer	SNOMEDCT	269509006
DOID:2531	hematologic cancer	SNOMEDCT	269627002
DOID:2531	hematologic cancer	SNOMEDCT	269630009
DOID:2531	hematologic cancer	SNOMEDCT	269631008
DOID:2531	hematologic cancer	SNOMEDCT	269633006
DOID:2531	hematologic cancer	SNOMEDCT	269652000
DOID:2531	hematologic cancer	SNOMEDCT	274907000
DOID:2531	hematologic cancer	SNOMEDCT	277550009
DOID:2531	hematologic cancer	SNOMEDCT	277568007
DOID:2531	hematologic cancer	SNOMEDCT	277571004
DOID:2531	hematologic cancer	SNOMEDCT	277574007
DOID:2531	hematologic cancer	SNOMEDCT	277576009
DOID:2531	hematologic cancer	SNOMEDCT	277580004
DOID:2531	hematologic cancer	SNOMEDCT	277600006
DOID:2531	hematologic cancer	SNOMEDCT	277601005
DOID:2531	hematologic cancer	SNOMEDCT	277602003
DOID:2531	hematologic cancer	SNOMEDCT	278453007
DOID:2531	hematologic cancer	SNOMEDCT	302852008
DOID:2531	hematologic cancer	SNOMEDCT	302855005
DOID:2531	hematologic cancer	SNOMEDCT	302856006
DOID:2531	hematologic cancer	SNOMEDCT	307651005
DOID:2531	hematologic cancer	SNOMEDCT	307652003
DOID:2531	hematologic cancer	SNOMEDCT	308122007
DOID:2531	hematologic cancer	SNOMEDCT	309831004
DOID:2531	hematologic cancer	SNOMEDCT	32280000
DOID:2531	hematologic cancer	SNOMEDCT	324170002
DOID:2531	hematologic cancer	SNOMEDCT	33560006
DOID:2531	hematologic cancer	SNOMEDCT	35287006
DOID:2531	hematologic cancer	SNOMEDCT	37810007
DOID:2531	hematologic cancer	SNOMEDCT	39193004
DOID:2531	hematologic cancer	SNOMEDCT	397336008
DOID:2531	hematologic cancer	SNOMEDCT	397355008
DOID:2531	hematologic cancer	SNOMEDCT	397356009
DOID:2531	hematologic cancer	SNOMEDCT	397400006
DOID:2531	hematologic cancer	SNOMEDCT	399607007
DOID:2531	hematologic cancer	SNOMEDCT	413441006
DOID:2531	hematologic cancer	SNOMEDCT	413443009
DOID:2531	hematologic cancer	SNOMEDCT	413616009
DOID:2531	hematologic cancer	SNOMEDCT	414388001
DOID:2531	hematologic cancer	SNOMEDCT	414628006
DOID:2531	hematologic cancer	SNOMEDCT	414644002
DOID:2531	hematologic cancer	SNOMEDCT	414653009
DOID:2531	hematologic cancer	SNOMEDCT	414792005
DOID:2531	hematologic cancer	SNOMEDCT	414794006
DOID:2531	hematologic cancer	SNOMEDCT	415112005
DOID:2531	hematologic cancer	SNOMEDCT	415115007
DOID:2531	hematologic cancer	SNOMEDCT	41529000
DOID:2531	hematologic cancer	SNOMEDCT	42215000
DOID:2531	hematologic cancer	SNOMEDCT	425333006
DOID:2531	hematologic cancer	SNOMEDCT	425657001
DOID:2531	hematologic cancer	SNOMEDCT	426336007
DOID:2531	hematologic cancer	SNOMEDCT	46236001
DOID:2531	hematologic cancer	SNOMEDCT	46923007
DOID:2531	hematologic cancer	SNOMEDCT	48292007
DOID:2531	hematologic cancer	SNOMEDCT	49432002
DOID:2531	hematologic cancer	SNOMEDCT	4950009
DOID:2531	hematologic cancer	SNOMEDCT	52220008
DOID:2531	hematologic cancer	SNOMEDCT	52248008
DOID:2531	hematologic cancer	SNOMEDCT	52337003
DOID:2531	hematologic cancer	SNOMEDCT	52967002
DOID:2531	hematologic cancer	SNOMEDCT	54087003
DOID:2531	hematologic cancer	SNOMEDCT	55921005
DOID:2531	hematologic cancer	SNOMEDCT	56478004
DOID:2531	hematologic cancer	SNOMEDCT	59668005
DOID:2531	hematologic cancer	SNOMEDCT	63175003
DOID:2531	hematologic cancer	SNOMEDCT	63364005
DOID:2531	hematologic cancer	SNOMEDCT	65471002
DOID:2531	hematologic cancer	SNOMEDCT	6631009
DOID:2531	hematologic cancer	SNOMEDCT	70600005
DOID:2531	hematologic cancer	SNOMEDCT	70798001
DOID:2531	hematologic cancer	SNOMEDCT	70910003
DOID:2531	hematologic cancer	SNOMEDCT	71390001
DOID:2531	hematologic cancer	SNOMEDCT	74189002
DOID:2531	hematologic cancer	SNOMEDCT	77381001
DOID:2531	hematologic cancer	SNOMEDCT	77430005
DOID:2531	hematologic cancer	SNOMEDCT	78956007
DOID:2531	hematologic cancer	SNOMEDCT	79574003
DOID:2531	hematologic cancer	SNOMEDCT	85228003
DOID:2531	hematologic cancer	SNOMEDCT	87163000
DOID:2531	hematologic cancer	SNOMEDCT	89796001
DOID:2531	hematologic cancer	SNOMEDCT	90120004
DOID:2531	hematologic cancer	SNOMEDCT	90151006
DOID:2531	hematologic cancer	SNOMEDCT	91855006
DOID:2531	hematologic cancer	SNOMEDCT	91857003
DOID:2531	hematologic cancer	SNOMEDCT	91859000
DOID:2531	hematologic cancer	SNOMEDCT	91861009
DOID:2531	hematologic cancer	SNOMEDCT	92810002
DOID:2531	hematologic cancer	SNOMEDCT	92816008
DOID:2531	hematologic cancer	SNOMEDCT	92818009
DOID:2531	hematologic cancer	SNOMEDCT	93143009
DOID:2531	hematologic cancer	SNOMEDCT	93145002
DOID:2531	hematologic cancer	SNOMEDCT	93151007
DOID:2531	hematologic cancer	SNOMEDCT	93170002
DOID:2531	hematologic cancer	SNOMEDCT	94149003
DOID:2531	hematologic cancer	SNOMEDCT	94705007
DOID:2531	hematologic cancer	SNOMEDCT	94717009
DOID:2531	hematologic cancer	SNOMEDCT	94719007
DOID:2531	hematologic cancer	SNOMEDCT	95210003
DOID:2531	hematologic cancer	SNOMEDCT	95272003
DOID:2531	hematologic cancer	SNOMEDCT	95274002
DOID:2531	hematologic cancer	SNOMEDCT	95276000
DOID:2531	hematologic cancer	SNOMEDCT	95278004
DOID:2531	hematologic cancer	UMLS	C0001815
DOID:2531	hematologic cancer	UMLS	C0002890
DOID:2531	hematologic cancer	UMLS	C0006413
DOID:2531	hematologic cancer	UMLS	C0019829
DOID:2531	hematologic cancer	UMLS	C0023418
DOID:2531	hematologic cancer	UMLS	C0023443
DOID:2531	hematologic cancer	UMLS	C0023448
DOID:2531	hematologic cancer	UMLS	C0023449
DOID:2531	hematologic cancer	UMLS	C0023458
DOID:2531	hematologic cancer	UMLS	C0023461
DOID:2531	hematologic cancer	UMLS	C0023462
DOID:2531	hematologic cancer	UMLS	C0023464
DOID:2531	hematologic cancer	UMLS	C0023465
DOID:2531	hematologic cancer	UMLS	C0023466
DOID:2531	hematologic cancer	UMLS	C0023467
DOID:2531	hematologic cancer	UMLS	C0023470
DOID:2531	hematologic cancer	UMLS	C0023473
DOID:2531	hematologic cancer	UMLS	C0023483
DOID:2531	hematologic cancer	UMLS	C0023484
DOID:2531	hematologic cancer	UMLS	C0023486
DOID:2531	hematologic cancer	UMLS	C0023490
DOID:2531	hematologic cancer	UMLS	C0023492
DOID:2531	hematologic cancer	UMLS	C0023493
DOID:2531	hematologic cancer	UMLS	C0023501
DOID:2531	hematologic cancer	UMLS	C0024299
DOID:2531	hematologic cancer	UMLS	C0026764
DOID:2531	hematologic cancer	UMLS	C0026948
DOID:2531	hematologic cancer	UMLS	C0026987
DOID:2531	hematologic cancer	UMLS	C002702
